1,1,185,151,75,47,-1,-1,-1,-1
2,1,180,158,84,44,-1,-1,-1,-1
3,1,183,154,86,50,-1,-1,-1,-1
4,1,182,150,87,54,-1,-1,-1,-1
5,1,183,146,86,57,-1,-1,-1,-1
6,1,185,141,84,65,-1,-1,-1,-1
7,1,187,139,84,67,-1,-1,-1,-1
8,1,187,140,84,67,-1,-1,-1,-1
9,1,186,141,86,62,-1,-1,-1,-1
10,1,188,142,84,62,-1,-1,-1,-1
11,1,188,142,85,63,-1,-1,-1,-1
12,1,189,142,86,63,-1,-1,-1,-1
13,1,185,141,95,62,-1,-1,-1,-1
14,1,184,141,90,64,-1,-1,-1,-1
15,1,186,137,90,68,-1,-1,-1,-1
16,1,187,136,91,72,-1,-1,-1,-1
17,1,189,136,91,74,-1,-1,-1,-1
18,1,192,137,85,69,-1,-1,-1,-1
19,1,191,137,79,70,-1,-1,-1,-1
20,1,191,136,83,77,-1,-1,-1,-1
21,1,185,136,92,79,-1,-1,-1,-1
22,1,182,136,95,84,-1,-1,-1,-1
23,1,177,136,101,89,-1,-1,-1,-1
24,1,169,144,117,86,-1,-1,-1,-1
25,1,166,140,125,88,-1,-1,-1,-1
26,1,160,135,134,99,-1,-1,-1,-1
27,1,154,135,150,105,-1,-1,-1,-1
28,1,150,134,158,109,-1,-1,-1,-1
29,1,147,134,164,116,-1,-1,-1,-1
30,1,138,133,174,122,-1,-1,-1,-1
31,1,132,133,179,123,-1,-1,-1,-1
32,1,129,134,185,122,-1,-1,-1,-1
33,1,133,134,187,119,-1,-1,-1,-1
34,1,136,133,194,119,-1,-1,-1,-1
35,1,126,133,204,117,-1,-1,-1,-1
36,1,118,134,221,112,-1,-1,-1,-1
37,1,118,135,232,119,-1,-1,-1,-1
38,1,105,134,255,119,-1,-1,-1,-1
39,1,97,133,266,112,-1,-1,-1,-1
40,1,92,133,282,117,-1,-1,-1,-1
41,1,86,133,288,121,-1,-1,-1,-1
42,1,82,131,296,132,-1,-1,-1,-1
43,1,70,124,314,144,-1,-1,-1,-1
44,1,61,131,315,139,-1,-1,-1,-1
45,1,52,134,329,138,-1,-1,-1,-1
46,1,54,134,339,142,-1,-1,-1,-1
47,1,45,131,352,149,-1,-1,-1,-1
48,1,37,133,365,152,-1,-1,-1,-1
49,1,39,128,382,162,-1,-1,-1,-1
50,1,32,137,402,158,-1,-1,-1,-1
51,1,15,132,430,167,-1,-1,-1,-1
52,1,7,131,448,168,-1,-1,-1,-1
53,1,-2,123,433,179,-1,-1,-1,-1
54,1,-19,116,437,196,-1,-1,-1,-1
55,1,-19,109,447,208,-1,-1,-1,-1
56,1,0,104,438,223,-1,-1,-1,-1
57,1,0,94,442,243,-1,-1,-1,-1
58,1,-1,83,453,253,-1,-1,-1,-1
59,1,-2,83,460,263,-1,-1,-1,-1
60,1,-1,76,479,284,-1,-1,-1,-1
61,1,-20,80,494,295,-1,-1,-1,-1
62,1,-22,69,519,308,-1,-1,-1,-1
63,1,-23,65,541,322,-1,-1,-1,-1
64,1,-12,52,552,345,-1,-1,-1,-1
65,1,-4,38,526,373,-1,-1,-1,-1
66,1,-6,22,547,395,-1,-1,-1,-1
67,1,-8,31,556,403,-1,-1,-1,-1
68,1,-7,33,581,410,-1,-1,-1,-1
69,1,-9,20,590,436,-1,-1,-1,-1
70,1,-4,2,587,461,-1,-1,-1,-1
71,1,-6,-6,608,485,-1,-1,-1,-1
72,1,-5,17,634,483,-1,-1,-1,-1
73,1,-8,2,657,497,-1,-1,-1,-1
74,1,-4,-9,673,510,-1,-1,-1,-1
75,1,-28,-1,699,503,-1,-1,-1,-1
76,1,-13,-4,682,505,-1,-1,-1,-1
77,1,-27,-5,674,487,-1,-1,-1,-1
78,1,-30,-6,702,492,-1,-1,-1,-1
79,1,2,-11,668,512,-1,-1,-1,-1
80,1,-16,-6,653,495,-1,-1,-1,-1
81,1,22,-9,633,507,-1,-1,-1,-1
82,1,2,4,668,481,-1,-1,-1,-1
83,1,-28,-7,649,488,-1,-1,-1,-1
84,1,0,-22,624,509,-1,-1,-1,-1
85,1,-5,-4,637,491,-1,-1,-1,-1
86,1,-12,-5,651,505,-1,-1,-1,-1
87,1,-15,-6,685,492,-1,-1,-1,-1
88,1,-29,-7,679,507,-1,-1,-1,-1
89,1,-30,-23,669,512,-1,-1,-1,-1
90,1,-30,-9,701,488,-1,-1,-1,-1
91,1,-12,-8,682,454,-1,-1,-1,-1
92,1,-13,-21,682,477,-1,-1,-1,-1
93,1,-30,-6,683,472,-1,-1,-1,-1
94,1,-30,-7,685,495,-1,-1,-1,-1
95,1,-29,-23,701,525,-1,-1,-1,-1
96,1,-12,-23,667,525,-1,-1,-1,-1
97,1,-18,-22,671,488,-1,-1,-1,-1
98,1,-9,-6,679,471,-1,-1,-1,-1
99,1,-9,-1,667,483,-1,-1,-1,-1
100,1,-10,-9,660,507,-1,-1,-1,-1
101,1,-25,11,647,460,-1,-1,-1,-1
102,1,-29,10,671,468,-1,-1,-1,-1
103,1,-15,1,673,466,-1,-1,-1,-1
104,1,-10,0,664,481,-1,-1,-1,-1
105,1,-29,-6,669,472,-1,-1,-1,-1
106,1,-7,4,656,466,-1,-1,-1,-1
107,1,-14,-4,666,481,-1,-1,-1,-1
108,1,-27,-20,640,509,-1,-1,-1,-1
109,1,-11,11,635,488,-1,-1,-1,-1
110,1,-13,6,668,472,-1,-1,-1,-1
111,1,-12,-1,666,475,-1,-1,-1,-1
112,1,-12,-23,647,513,-1,-1,-1,-1
113,1,-13,-7,669,507,-1,-1,-1,-1
114,1,-13,-10,670,510,-1,-1,-1,-1
115,1,0,-8,662,493,-1,-1,-1,-1
116,1,-26,-1,691,501,-1,-1,-1,-1
117,1,-30,-6,683,494,-1,-1,-1,-1
118,1,-11,-11,661,512,-1,-1,-1,-1
119,1,3,-9,666,494,-1,-1,-1,-1
120,1,-29,-4,697,505,-1,-1,-1,-1
121,1,-1,-7,659,485,-1,-1,-1,-1
122,1,-13,-5,682,460,-1,-1,-1,-1
123,1,-5,-3,655,475,-1,-1,-1,-1
124,1,-5,10,675,466,-1,-1,-1,-1
125,1,-1,-1,639,485,-1,-1,-1,-1
126,1,-8,-23,678,513,-1,-1,-1,-1
127,1,-26,-19,672,495,-1,-1,-1,-1
128,1,-8,-23,641,525,-1,-1,-1,-1
129,1,-28,-2,670,503,-1,-1,-1,-1
130,1,-27,-8,683,494,-1,-1,-1,-1
131,1,-30,-9,701,509,-1,-1,-1,-1
132,1,-18,-8,688,508,-1,-1,-1,-1
133,1,-13,-23,657,525,-1,-1,-1,-1
134,1,-27,-5,652,505,-1,-1,-1,-1
135,1,-29,5,674,482,-1,-1,-1,-1
136,1,-28,14,699,485,-1,-1,-1,-1
137,1,-8,-2,678,468,-1,-1,-1,-1
138,1,-11,-22,657,509,-1,-1,-1,-1
139,1,-19,-4,675,479,-1,-1,-1,-1
140,1,-13,-11,682,497,-1,-1,-1,-1
141,1,-14,-23,639,525,-1,-1,-1,-1
142,1,-12,-3,669,490,-1,-1,-1,-1
143,1,-7,2,662,486,-1,-1,-1,-1
144,1,-3,-2,669,487,-1,-1,-1,-1
145,1,-3,-7,658,491,-1,-1,-1,-1
146,1,-30,-3,702,482,-1,-1,-1,-1
147,1,16,8,653,492,-1,-1,-1,-1
148,1,3,-4,663,474,-1,-1,-1,-1
149,1,-18,-6,655,487,-1,-1,-1,-1
150,1,-14,-6,674,506,-1,-1,-1,-1
151,1,-9,-23,679,525,-1,-1,-1,-1
152,1,-27,-8,649,508,-1,-1,-1,-1
153,1,-23,7,633,475,-1,-1,-1,-1
154,1,-17,1,646,482,-1,-1,-1,-1
155,1,-7,-23,666,512,-1,-1,-1,-1
156,1,-27,-7,670,507,-1,-1,-1,-1
157,1,-29,-23,673,526,-1,-1,-1,-1
158,1,-18,5,688,477,-1,-1,-1,-1
159,1,-19,-8,672,496,-1,-1,-1,-1
160,1,-9,-5,674,493,-1,-1,-1,-1
161,1,-14,-8,667,491,-1,-1,-1,-1
162,1,-8,-22,673,498,-1,-1,-1,-1
163,1,-6,-7,637,496,-1,-1,-1,-1
164,1,-10,-8,666,498,-1,-1,-1,-1
165,1,-28,-3,679,485,-1,-1,-1,-1
166,1,-30,-23,684,510,-1,-1,-1,-1
167,1,-29,-6,674,504,-1,-1,-1,-1
168,1,-7,-7,672,507,-1,-1,-1,-1
169,1,6,-22,653,497,-1,-1,-1,-1
170,1,-8,-9,658,509,-1,-1,-1,-1
171,1,-15,-8,685,493,-1,-1,-1,-1
172,1,0,3,656,484,-1,-1,-1,-1
173,1,-15,-1,683,491,-1,-1,-1,-1
174,1,-28,-23,677,525,-1,-1,-1,-1
175,1,-9,-5,658,494,-1,-1,-1,-1
176,1,-31,-10,683,510,-1,-1,-1,-1
177,1,-28,-5,699,494,-1,-1,-1,-1
178,1,-28,-22,700,498,-1,-1,-1,-1
179,1,-19,5,689,482,-1,-1,-1,-1
180,1,-29,-7,680,507,-1,-1,-1,-1
181,1,-30,-23,684,525,-1,-1,-1,-1
182,1,-15,-7,672,507,-1,-1,-1,-1
183,1,-26,7,664,466,-1,-1,-1,-1
