0,0,0,0,0
125,223,203,473,0
137,214,215,464,0
146,222,224,472,0
160,231,238,481,0
170,222,248,472,0
183,213,261,463,0
192,221,270,471,0
203,212,281,462,0
212,203,290,453,0
223,211,301,461,0
231,201,309,451,0
241,192,319,442,0
250,201,328,451,0
260,210,338,460,0
268,202,346,452,0
279,213,357,463,0
287,206,365,456,0
298,199,376,449,0
306,208,384,458,0
316,199,394,449,0
325,191,403,441,0
336,182,414,432,0
346,190,424,440,0
356,197,434,447,0
365,206,443,456,0
377,197,455,447,0
367,207,445,457,0
357,199,435,449,0
346,190,424,440,0
336,200,414,450,0
325,208,403,458,0
316,199,394,449,0
306,208,384,458,0
297,199,375,449,0
287,190,365,440,0
278,179,356,429,0
269,170,347,420,0
261,161,339,411,0
251,153,329,403,0
243,145,321,395,0
232,137,310,387,0
223,145,301,395,0
214,136,292,386,0
223,129,301,379,0
212,120,290,370,0
202,112,280,362,0
192,103,270,353,0
181,113,259,363,0
169,103,247,353,0
159,96,237,346,0
