185,151,260,198,0
180,158,263,202,0
183,154,268,204,0
182,150,268,204,0
183,146,268,203,0
185,141,268,205,0
187,139,270,207,0
187,140,270,208,0
186,141,271,202,0
188,142,271,203,0
188,142,272,204,0
189,142,274,204,0
185,141,280,202,0
184,141,275,204,0
186,137,277,206,0
187,136,279,208,0
189,136,281,210,0
192,137,276,207,0
191,137,270,208,0
191,136,273,213,0
185,136,278,215,0
182,136,277,219,0
177,136,278,226,0
169,144,286,229,0
166,140,291,228,0
160,135,295,234,0
154,135,303,239,0
150,134,309,242,0
147,134,311,250,0
138,133,311,255,0
132,133,312,256,0
129,134,314,256,0
133,134,320,253,0
136,133,329,252,0
126,133,330,250,0
118,134,340,247,0
118,135,350,254,0
105,134,360,253,0
97,133,364,246,0
92,133,373,250,0
86,133,375,254,0
82,131,378,263,0
70,124,384,268,0
61,131,376,270,0
52,134,380,272,0
54,134,393,276,0
45,131,397,279,0
37,133,402,284,0
39,128,421,290,0
32,137,434,296,0
15,132,445,299,0
7,131,455,299,0
-2,123,431,303,0
-19,116,417,311,0
-19,109,428,317,0
0,104,437,328,0
0,94,443,338,0
-1,83,452,336,0
-2,83,457,345,0
-1,76,477,359,0
-20,80,474,375,0
-22,69,497,377,0
-23,65,518,387,0
-12,52,541,397,0
-4,38,521,410,0
-6,22,540,416,0
-8,31,548,434,0
-7,33,574,443,0
-9,20,580,455,0
-4,2,583,462,0
-6,-6,602,480,0
-5,17,628,499,0
-8,2,648,499,0
-4,-9,669,502,0
-28,-1,670,501,0
-13,-4,670,500,0
-27,-5,647,483,0
-30,-6,671,486,0
2,-11,670,501,0
-16,-6,637,489,0
22,-9,654,499,0
2,4,670,484,0
-28,-7,621,482,0
0,-22,624,488,0
-5,-4,631,487,0
-12,-5,639,499,0
-15,-6,671,486,0
-29,-7,649,501,0
-30,-23,639,489,0
-30,-9,670,480,0
-12,-8,671,446,0
-13,-21,670,456,0
-30,-6,654,466,0
-30,-7,656,488,0
-29,-23,671,501,0
-12,-23,655,501,0
-18,-22,653,467,0
-9,-6,669,465,0
-9,-1,658,481,0
-10,-9,651,499,0
-25,11,622,470,0
-29,10,642,478,0
-15,1,658,468,0
-10,0,655,480,0
-29,-6,640,466,0
-7,4,648,471,0
-14,-4,652,476,0
-27,-20,614,490,0
-11,11,623,500,0
-13,6,655,478,0
-12,-1,654,474,0
-12,-23,635,490,0
-13,-7,656,501,0
-13,-10,657,501,0
0,-8,663,485,0
-26,-1,665,499,0
-30,-6,654,488,0
-11,-11,651,501,0
3,-9,669,485,0
-29,-4,668,500,0
-1,-7,657,479,0
-13,-5,670,454,0
-5,-3,649,472,0
-5,10,670,477,0
-1,-1,639,485,0
-8,-23,669,490,0
-26,-19,646,476,0
-8,-23,634,501,0
-28,-2,642,500,0
-27,-8,657,486,0
-30,-9,670,501,0
-18,-8,670,501,0
-13,-23,643,501,0
-27,-5,625,499,0
-29,5,645,486,0
-28,14,670,500,0
-8,-2,669,466,0
-11,-22,645,488,0
-19,-4,656,474,0
-13,-11,670,486,0
-14,-23,626,501,0
-12,-3,657,487,0
-7,2,656,489,0
-3,-2,666,486,0
-3,-7,654,484,0
-30,-3,671,478,0
16,8,669,500,0
3,-4,667,470,0
-18,-6,636,482,0
-14,-6,660,501,0
-9,-23,669,501,0
-27,-8,622,501,0
-23,7,609,482,0
-17,1,629,482,0
-7,-23,659,489,0
-27,-7,643,501,0
-29,-23,644,502,0
-18,5,670,482,0
-19,-8,653,488,0
-9,-5,665,488,0
-14,-8,653,483,0
-8,-22,665,476,0
-6,-7,630,489,0
-10,-8,656,490,0
-28,-3,650,483,0
-30,-23,655,488,0
-29,-6,645,497,0
-7,-7,665,501,0
6,-22,659,475,0
-8,-9,649,501,0
-15,-8,671,485,0
0,3,655,487,0
-15,-1,669,490,0
-28,-23,648,501,0
-9,-5,648,489,0
-31,-10,653,501,0
-28,-5,670,489,0
-28,-22,671,476,0
-19,5,670,486,0
-29,-7,650,501,0
-30,-23,655,501,0
-15,-7,657,501,0
-26,7,639,474,0
-12,7,667,477,0
-20,-4,670,500,0
-27,6,670,487,0
-14,-4,670,482,0
-9,6,668,479,0
-16,-6,670,483,0
-16,-8,657,465,0
-8,-3,655,466,0
4,-6,668,479,0
-28,-9,643,482,0
-2,-6,646,501,0
-27,-7,669,473,0
-13,-23,670,487,0
0,-23,654,501,0
-28,-4,667,475,0
2,11,669,486,0
-29,-4,640,490,0
-29,-2,648,500,0
-26,6,640,500,0
-12,-5,667,474,0
-13,1,671,456,0
-26,-7,658,473,0
-28,-7,670,487,0
45,-9,667,490,0
27,-4,651,465,0
20,-22,636,473,0
22,-19,666,485,0
4,-2,639,500,0
-19,-8,656,501,0
-5,-23,645,489,0
-27,-9,670,472,0
-14,0,647,482,0
-10,-7,645,479,0
-1,-21,669,501,0
2,-4,654,500,0
-19,-3,646,500,0
-9,-23,655,488,0
3,-9,670,483,0
-7,0,657,481,0
-30,-3,639,501,0
-26,-7,646,478,0
-18,-8,670,477,0
-30,-8,658,482,0
30,-4,665,487,0
4,-1,668,486,0
-8,-5,628,499,0
-16,-9,640,501,0
2,-4,631,500,0
-30,-2,654,476,0
-29,-11,654,501,0
-9,-7,645,482,0
-30,-23,670,486,0
-30,-22,661,479,0
-11,-4,669,476,0
-19,-7,660,501,0
-30,-3,654,500,0
-10,-23,629,501,0
-26,-17,652,481,0
-28,-10,670,501,0
-10,-4,645,500,0
-13,-7,671,500,0
-2,-6,654,489,0
11,-3,656,500,0
4,-23,634,490,0
-26,-4,642,500,0
-25,6,652,486,0
-14,-1,670,478,0
-29,-23,634,501,0
-12,-2,644,500,0
-13,-22,666,501,0
-29,-5,639,462,0
0,-21,669,455,0
-15,3,671,465,0
-30,0,660,448,0
-14,-4,670,467,0
-4,-2,653,480,0
-30,-23,662,501,0
-28,-23,671,487,0
-19,-6,646,489,0
-16,-4,670,499,0
-20,4,670,485,0
2,-8,665,501,0
-26,-1,648,488,0
-17,-6,653,485,0
-12,-6,671,462,0
-18,-22,671,472,0
-20,47,670,485,0
-28,40,670,476,0
-13,29,671,489,0
-6,26,635,501,0
-9,8,641,500,0
-17,23,652,480,0
-31,6,655,500,0
-30,-3,641,490,0
-30,-23,670,501,0
-3,-8,668,501,0
-14,-4,655,486,0
4,-3,645,500,0
-9,-3,647,492,0
-20,-8,666,501,0
-26,-8,658,501,0
7,-10,594,480,0
10,-3,592,477,0
4,-4,600,487,0
-27,-5,613,472,0
-9,-2,623,488,0
-19,-3,644,493,0
-26,-23,669,487,0
1,-4,669,500,0
-29,-23,656,488,0
-14,-2,656,485,0
-16,-3,656,473,0
