0,0,0,0,0
247,191,299,349,0
250,199,302,357,0
257,190,309,348,0
259,184,311,342,0
260,182,312,340,0
262,169,314,327,0
264,171,316,329,0
265,165,317,323,0
265,164,317,322,0
271,161,323,319,0
272,172,324,330,0
273,172,325,330,0
274,176,326,334,0
276,196,328,354,0
276,192,328,350,0
285,200,337,358,0
282,197,334,355,0
287,195,339,353,0
289,197,341,355,0
291,201,343,359,0
295,207,347,365,0
297,200,349,358,0
301,203,353,361,0
298,219,350,377,0
298,215,350,373,0
302,228,354,386,0
302,235,354,393,0
305,248,357,406,0
308,249,360,407,0
310,251,362,409,0
314,245,366,403,0
319,247,371,405,0
322,246,374,404,0
324,247,376,405,0
326,234,378,392,0
330,236,382,394,0
331,230,383,388,0
335,232,387,390,0
337,233,389,391,0
341,229,393,387,0
344,245,396,403,0
347,238,399,396,0
349,236,401,394,0
353,236,405,394,0
352,236,404,394,0
358,237,410,395,0
360,232,412,390,0
366,227,418,385,0
368,230,420,388,0
373,219,425,377,0
373,211,425,369,0
380,207,432,365,0
383,202,435,360,0
387,195,439,353,0
390,195,442,353,0
389,181,441,339,0
395,191,447,349,0
400,200,452,358,0
407,208,459,366,0
409,215,461,373,0
418,223,470,381,0
418,225,470,383,0
418,221,470,379,0
421,227,473,385,0
426,215,478,373,0
430,203,482,361,0
432,191,484,349,0
436,201,488,359,0
437,196,489,354,0
437,182,489,340,0
437,198,489,356,0
436,198,488,356,0
437,200,489,358,0
435,208,487,366,0
435,203,487,361,0
437,199,489,357,0
438,210,490,368,0
437,207,489,365,0
442,205,494,363,0
444,204,496,362,0
449,205,501,363,0
451,204,503,362,0
456,206,508,364,0
456,216,508,374,0
462,208,514,366,0
466,210,518,368,0
469,215,521,373,0
472,224,524,382,0
477,218,529,376,0
475,208,527,366,0
473,209,525,367,0
472,204,524,362,0
470,207,522,365,0
471,206,523,364,0
472,201,524,359,0
467,208,519,366,0
466,213,518,371,0
464,205,516,363,0
463,208,515,366,0
460,211,512,369,0
458,207,510,365,0
455,214,507,372,0
455,209,507,367,0
455,217,507,375,0
454,209,506,367,0
451,194,503,352,0
451,200,503,358,0
452,202,504,360,0
454,204,506,362,0
454,202,506,360,0
459,200,511,358,0
462,212,514,370,0
463,207,515,365,0
465,198,517,356,0
468,190,520,348,0
470,188,522,346,0
471,195,523,353,0
476,198,528,356,0
482,203,534,361,0
481,198,533,356,0
480,210,532,368,0
479,209,531,367,0
481,209,533,367,0
479,208,531,366,0
479,222,531,380,0
477,210,529,368,0
477,213,529,371,0
474,213,526,371,0
473,219,525,377,0
474,225,526,383,0
473,233,525,391,0
475,222,527,380,0
476,230,528,388,0
475,223,527,381,0
474,227,526,385,0
476,215,528,373,0
478,215,530,373,0
474,221,526,379,0
475,219,527,377,0
475,216,527,374,0
473,213,525,371,0
469,201,521,359,0
467,207,519,365,0
467,211,519,369,0
465,203,517,361,0
464,200,516,358,0
461,202,513,360,0
462,210,514,368,0
457,207,509,365,0
457,208,509,366,0
457,205,509,363,0
456,218,508,376,0
456,219,508,377,0
456,222,508,380,0
455,216,507,374,0
456,229,508,387,0
459,216,511,374,0
458,218,510,376,0
457,212,509,370,0
459,206,511,364,0
459,195,511,353,0
456,199,508,357,0
457,204,509,362,0
