0,0,0,0,0
337,225,414,286,0
336,225,413,286,0
343,222,420,283,0
344,222,421,283,0
339,220,416,281,0
337,219,414,280,0
333,227,410,288,0
332,226,409,287,0
326,223,403,284,0
326,222,403,283,0
324,221,401,282,0
322,220,399,281,0
319,219,396,280,0
316,216,393,277,0
310,211,387,272,0
300,208,377,269,0
292,209,369,270,0
284,213,361,274,0
279,216,356,277,0
274,219,351,280,0
272,220,349,281,0
268,218,345,279,0
265,216,342,277,0
261,211,338,272,0
253,208,330,269,0
249,209,326,270,0
244,206,321,267,0
249,203,326,264,0
243,201,320,262,0
232,208,309,269,0
223,216,300,277,0
218,219,295,280,0
211,217,288,278,0
208,215,285,276,0
203,210,280,271,0
197,206,274,267,0
188,201,265,262,0
183,200,260,261,0
176,204,253,265,0
171,208,248,269,0
164,214,241,275,0
161,217,238,278,0
155,214,232,275,0
151,209,228,270,0
142,199,219,260,0
138,195,215,256,0
130,189,207,250,0
125,186,202,247,0
117,183,194,244,0
113,181,190,242,0
107,179,184,240,0
104,183,181,244,0
97,195,174,256,0
94,201,171,262,0
88,208,165,269,0
93,213,170,274,0
101,216,178,277,0
105,217,182,278,0
111,216,188,277,0
120,217,197,278,0
128,213,205,274,0
134,211,211,272,0
124,207,201,268,0
117,205,194,266,0
124,201,201,262,0
126,199,203,260,0
122,195,199,256,0
117,191,194,252,0
111,187,188,248,0
109,186,186,247,0
114,187,191,248,0
112,188,189,249,0
110,190,187,251,0
104,189,181,250,0
108,188,185,249,0
110,187,187,248,0
